movie_id,name,cleaned_genre,year,summary,embeddings_1024
697,Feeling Minnesota ,"Drama,Romance",1996,"""Feeling Minnesota (1996) is a dark romantic comedy about a love triangle involving a drifter, his brother, and a beautiful bride-to-be.""","[ 0.00527014  0.00253741 -0.02027033 ... -0.01620469  0.02126866
 -0.05813433]"
698,Delta of Venus ,Drama,1994,"Delta of Venus (1994) is an erotic drama set in 1940s Paris, exploring the sensual adventures of a young American writer amidst a bohemian community.","[-0.01146251  0.03682343 -0.01925898 ... -0.00899404 -0.00281878
 -0.0465018 ]"
699,To Cross the Rubicon ,Drama,1991,"""To Cross the Rubicon"" is a gripping political thriller set during the Cold War, exploring the moral dilemmas faced by a high-ranking government official.","[-0.03770825 -0.03004502 -0.03183188 ... -0.03291873  0.00705533
 -0.00041477]"
700,Angus ,Comedy,1995,Angus is a heartwarming coming-of-age film about a teenage outsider who overcomes obstacles and finds self-acceptance while navigating high school.,"[-0.02917813  0.06667687 -0.02492454 ... -0.0381144   0.02406636
  0.01068994]"
701,Daens ,Drama,1992,"""Daens"" is a powerful historical drama set in 19th century Belgium, depicting the struggles of a priest fighting for workers' rights and social justice.","[ 0.01481031  0.04974031 -0.00895954 ... -0.03678128  0.00817362
  0.01225169]"
702,Faces ,Drama,1968,"Faces (1968) is a raw and intense exploration of crumbling marriages, filled with powerful performances and an unflinching portrayal of human emotions.","[-0.03248189  0.00631388 -0.02705296 ... -0.04731975  0.00258608
 -0.01784578]"
703,Boys ,Drama,1996,"""Boys (1996) is a coming-of-age film that explores the complexities of teenage love and friendship with a charming and relatable cast.""","[-0.01488572  0.07315737 -0.03108368 ... -0.0317234   0.01178555
 -0.00809898]"
704,"Quest, The ","Action,Adventure",1996,"""The Quest (1996) is a martial arts adventure film directed by Jean-Claude Van Damme, following a street fighter's journey to compete in an underground fighting tournament.""","[ 0.03252567  0.01911879 -0.03286465 ... -0.03335618  0.03142396
  0.0147713 ]"
705,Cosi ,Comedy,1996,"""Cosi"" is a heartwarming Australian comedy-drama about a young director who stages an opera with mental health patients, discovering the transformative power of art and friendship.","[-0.00257577  0.01632742 -0.01115691 ... -0.01399358  0.03265484
 -0.04011176]"
706,Sunset Park ,Drama,1996,Sunset Park (1996) is a heartwarming sports drama about a high school basketball coach who transforms a struggling team into champions.,"[ 0.03965029  0.02104691 -0.02593396 ... -0.05307339  0.00180617
 -0.00866637]"
707,Mulholland Falls ,"Crime,Film-Noir,Thriller",1996,"Mulholland Falls (1996) is a stylish neo-noir crime thriller set in 1950s Los Angeles, following a group of detectives investigating a murder with political implications.","[-0.0214185  -0.02354657 -0.02875192 ... -0.01562371  0.0114135
 -0.04243894]"
708,"Truth About Cats & Dogs, The ","Comedy,Romance",1996,"A charming romantic comedy about a radio host who enlists her beautiful neighbor to impersonate her on a blind date, leading to unexpected complications.","[-0.04221662 -0.00584087 -0.01020235 ... -0.00579125  0.04463415
 -0.00364434]"
709,Oliver & Company ,"Animation,Children's",1988,"""Oliver & Company is a heartwarming animated film about a courageous kitten who joins a gang of street-smart dogs in New York City.""","[-0.02337004  0.06427966 -0.0219566  ... -0.00373439  0.01583702
 -0.00780206]"
710,Celtic Pride ,Comedy,1996,"""Celtic Pride (1996) is a comedic sports film about two obsessed Boston Celtics fans who kidnap an opposing team's star player during the NBA playoffs.""","[ 0.00914601  0.00131697 -0.04192569 ... -0.00144993  0.01079975
 -0.03835425]"
711,Flipper ,"Adventure,Children's",1996,"""Flipper (1996) is a heartwarming family adventure about a boy who befriends a dolphin and together they embark on exciting oceanic escapades.""","[-0.05453636  0.03580484 -0.02662333 ... -0.02639302  0.00916616
 -0.05960308]"
712,Captives ,Drama,1994,Captives (1994) is a gripping psychological thriller that explores the disturbing relationship between a prison inmate and his female pen pal.,"[-0.00301498  0.04392756 -0.01870339 ...  0.0156183   0.04627644
 -0.00921146]"
713,Of Love and Shadows ,Drama,1994,"Of Love and Shadows (1994) is a powerful drama set in Chile, following a journalist and photographer as they uncover the truth amidst political turmoil and forbidden love.","[-0.03808828  0.02219099 -0.02295732 ... -0.06032818 -0.0055722
 -0.00682768]"
714,Dead Man ,Western,1995,"""Dead Man, a surreal Western film directed by Jim Jarmusch, follows the journey of a man named William Blake as he navigates through a strange and haunting frontier.""","[ 0.05006499  0.01438837 -0.02083044 ... -0.03029733 -0.01290048
 -0.06039846]"
715,"Horseman on the Roof, The (Hussard sur le toit, Le) ",Drama,1995,"Set in 19th century France, a young Italian officer navigates through a cholera epidemic while searching for his lover. A visually stunning and emotionally gripping historical drama.","[-0.05493255  0.05035768 -0.00233224 ... -0.03366283 -0.0060856
 -0.00638433]"
716,Switchblade Sisters ,Crime,1975,"Switchblade Sisters is a gritty and thrilling exploitation film about a female gang's rise to power, filled with violence, betrayal, and fierce sisterhood.","[-0.0218918  -0.02141512 -0.03047197 ... -0.0178577   0.03027777
 -0.00114535]"
717,Mouth to Mouth (Boca a boca) ,Comedy,1995,"""Mouth to Mouth (Boca a boca) is a captivating Spanish drama that explores the complexities of relationships and the power of human connection.""","[-0.00709327  0.086187   -0.01352869 ... -0.00317719 -0.00449288
 -0.01855309]"
718,"Visitors, The (Les Visiteurs) ","Comedy,Sci-Fi",1993,"""Visitors, The (Les Visiteurs) is a hilarious French comedy about a medieval knight and his squire who time-travel to modern-day France, resulting in chaotic and comical situations.""","[-0.02682407  0.03023892 -0.02435071 ... -0.02872298  0.00967007
  0.02443049]"
719,Multiplicity ,Comedy,1996,"""Multiplicity"" is a comedy film about a man who clones himself to balance work and family life, leading to hilarious and chaotic consequences.","[-0.04357197  0.00530085 -0.02434593 ... -0.00539795  0.03246713
  0.01609232]"
720,Wallace & Gromit: The Best of Aardman Animation ,Animation,1996,Wallace & Gromit: The Best of Aardman Animation is a delightful collection of charming and hilarious stop-motion adventures featuring the beloved duo.,"[-0.02513051  0.07463419 -0.02134372 ... -0.03535485  0.03972687
 -0.02177404]"
721,Halfmoon (Paul Bowles - Halbmond) ,Drama,1995,"""Halfmoon is a haunting and atmospheric film adaptation of Paul Bowles' novel, exploring themes of identity, cultural clashes, and the search for meaning in a foreign land.""","[-0.03355963 -0.00819801 -0.02283126 ... -0.0103178   0.01511076
 -0.05772971]"
722,"Haunted World of Edward D. Wood Jr., The ",Documentary,1995,"""The Haunted World of Edward D. Wood Jr."" is a captivating documentary that explores the life and work of the infamous filmmaker known for his cult classic ""Plan 9 from Outer Space.""","[-0.00470621  0.01332667 -0.03615698 ... -0.02542599  0.01269641
 -0.02915779]"
723,Two Friends ,Drama,1986,"""Two Friends is a heartwarming coming-of-age drama that explores the enduring bond between two teenage girls as they navigate love, loss, and growing up.""","[-0.05335388  0.05922537 -0.02860979 ... -0.01305584  0.00870237
 -0.01502515]"
724,"Craft, The ","Drama,Horror",1996,"""The Craft (1996) is a thrilling supernatural drama about four teenage girls who form a coven and use their powers for both good and evil.""","[-0.00522117 -0.0143624  -0.02256948 ... -0.0045164   0.0295088
 -0.01768193]"
725,"Great White Hype, The ",Comedy,1996,Great White Hype (1996) is a satirical sports comedy that hilariously explores the world of boxing promotion and racial dynamics.,"[-0.01621498 -0.0087764  -0.0238228  ... -0.02578923  0.04845152
 -0.00314105]"
726,Last Dance ,Drama,1996,"""Last Dance (1996) is a gripping drama that explores the complexities of justice and redemption through the final days of a death row inmate.""","[ 0.00384407  0.00356338 -0.01679051 ... -0.00256486  0.01178507
 -0.01721048]"
727,War Stories ,Documentary,1995,"""War Stories is a gripping and emotional drama set during World War II, exploring the personal struggles and sacrifices of soldiers on the battlefield.""","[ 0.00668797  0.02168789 -0.02057032 ... -0.05046539 -0.02537239
 -0.08109387]"
728,Cold Comfort Farm ,Comedy,1995,"""Cold Comfort Farm"" is a quirky and delightful comedy that follows a young woman as she brings order to her eccentric relatives' chaotic lives on their dilapidated farm.","[-0.01252477 -0.00751225 -0.01129668 ... -0.04368862  0.03292324
 -0.05511595]"
729,"Institute Benjamenta, or This Dream People Call Human Life ",Drama,1995,"""Institute Benjamenta is a surreal and atmospheric film that explores themes of identity, power dynamics, and the blurred lines between dreams and reality.""","[-0.02231581  0.03783905 -0.02907147 ... -0.03364907  0.02855464
 -0.01681531]"
730,"Low Life, The ",Drama,1994,"""Low Life"" is a gritty crime drama set in the seedy underbelly of Los Angeles, following the intertwining lives of desperate characters seeking redemption.","[-0.04047031 -0.02185397 -0.01282134 ... -0.02836366 -0.04140026
 -0.01921909]"
731,Heaven's Prisoners ,"Mystery,Thriller",1996,Heaven's Prisoners (1996) is a gripping crime thriller that follows a former detective's quest for justice after stumbling upon a deadly conspiracy in New Orleans.,"[-0.00559924 -0.02375239 -0.01554716 ...  0.00288635  0.02331671
 -0.00445357]"
732,Original Gangstas ,Crime,1996,"""Original Gangstas is a gritty and action-packed urban drama that reunites a group of former gang members to take on a new wave of violence in their neighborhood.""","[-0.02036951 -0.01081971 -0.02978385 ... -0.01285159  0.02363744
 -0.00500348]"
733,"Rock, The ","Action,Adventure,Thriller",1996,"A thrilling action film starring Sean Connery and Nicolas Cage, where a former British spy and an FBI chemical weapons specialist team up to stop a deadly threat.","[ 0.03898434 -0.01448696 -0.01342112 ... -0.01949217  0.03004829
  0.00304618]"
734,Getting Away With Murder ,Comedy,1996,"""Getting Away With Murder is a dark comedy thriller that follows the twisted and hilarious events surrounding a murder trial.""","[-0.01666641  0.00597542 -0.01473911 ... -0.01721932 -0.00823842
 -0.00719183]"
735,Cemetery Man (Dellamorte Dellamore) ,"Comedy,Horror",1994,"""Cemetery Man (Dellamorte Dellamore) is a darkly comedic Italian horror film about a cemetery caretaker who must deal with the reanimated dead.""","[-0.02821395  0.02101856 -0.02133576 ... -0.03873158 -0.00139296
  0.0190152 ]"
736,Twister ,"Action,Adventure,Romance,Thriller",1996,"""Twister (1996) is a thrilling disaster film that follows storm chasers as they pursue tornadoes, delivering intense action and impressive visual effects.""","[-0.00405628  0.02468865 -0.01332057 ... -0.04786048  0.02307501
  0.01941205]"
737,Barb Wire ,"Action,Sci-Fi",1996,"""Barb Wire (1996) is a dystopian action film starring Pamela Anderson as a tough nightclub owner caught in a dangerous conspiracy.""","[ 0.01906685  0.00758878 -0.03156998 ... -0.04255451  0.03570394
  0.01115326]"
738,"Garcu, Le ",Drama,1995,"""Garcu, Le"" is a French drama film from 1995 that explores the complex relationship between two brothers and their struggle for identity and acceptance.","[-0.04968196  0.0431663  -0.02711468 ... -0.02623235  0.02275393
 -0.00890814]"
739,Honigmond ,Comedy,1996,"""Honigmond (1996) is a heartfelt German drama that explores the complexities of love and marriage through the story of a couple's honeymoon in Berlin.""","[-0.01817356  0.05035887 -0.02100814 ... -0.02806142  0.00580663
 -0.03035563]"
741,Ghost in the Shell (Kokaku kidotai) ,"Animation,Sci-Fi",1995,"""Ghost in the Shell (1995) is a visually stunning and thought-provoking cyberpunk anime that explores identity, consciousness, and the blurred lines between humans and machines.""","[-0.00839672  0.04481219 -0.03127053 ...  0.00072153  0.04288191
  0.04409947]"
742,Thinner ,"Horror,Thriller",1996,"""Thinner (1996) is a supernatural thriller about a cursed man who rapidly loses weight, facing the consequences of his actions.""","[ 0.00676513 -0.02244953 -0.01836638 ... -0.02316369  0.02154906
  0.03223044]"
743,Spy Hard ,Comedy,1996,"""Spy Hard is a hilarious spoof of spy movies, filled with slapstick comedy and clever parodies, delivering non-stop laughs from start to finish.""","[ 0.00369736  0.01049838 -0.02581192 ... -0.02923495  0.02328969
  0.02256905]"
744,Brothers in Trouble ,Drama,1995,"""Brothers in Trouble is a gripping drama that explores the struggles of two siblings caught in the midst of poverty and crime.""","[-0.00533213  0.04931299 -0.01615267 ... -0.02020692 -0.00359689
 -0.01782585]"
745,"Close Shave, A ","Animation,Comedy,Thriller",1995,"""A Close Shave (1995) is a delightful stop-motion animated film that combines humor, suspense, and heart as Wallace and Gromit unravel a sheep-stealing mystery.""","[-0.01175504  0.05492874 -0.02279111 ... -0.01803697  0.037422
 -0.01350751]"
746,Force of Evil ,Film-Noir,1948,"""Force of Evil is a gripping film noir that delves into the corrupt world of organized crime, with brilliant performances and a haunting atmosphere.""","[ 0.0210277  -0.0038208  -0.0222156  ... -0.02852746  0.00902897
 -0.01481336]"
747,"Stupids, The ",Comedy,1996,"""The Stupids"" is a slapstick comedy about a hilariously clueless family who unwittingly stumble into a conspiracy involving spies and stolen mail.","[-0.02268008  0.01075872 -0.02321928 ... -0.02638708  0.00128797
 -0.00079353]"
748,"Arrival, The ","Action,Sci-Fi,Thriller",1996,"""Arrival (1996) is a thrilling sci-fi film where an expert linguist deciphers an alien language to prevent an intergalactic war.""","[-0.01604775  0.01983881 -0.02481859 ... -0.01635296 -0.00311036
  0.04671357]"
749,"Man from Down Under, The ",Drama,1943,"""Man from Down Under"" is a heartwarming war drama that follows an Australian sheep farmer who becomes a hero during World War II.","[ 0.01259853  0.04563929 -0.01022111 ... -0.02163094  0.01964975
 -0.01752448]"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,"Sci-Fi,War",1963,"A satirical black comedy about the absurdity of nuclear war, as a deranged general triggers a global catastrophe. Darkly hilarious and thought-provoking.","[-0.0165177  -0.01745977 -0.022215   ... -0.03321483  0.02182023
  0.01069478]"
751,Careful ,Comedy,1992,"""Careful (1992) is a visually stunning and darkly comedic film by Guy Maddin, exploring repressed desires and the consequences of forbidden love in a fictional alpine village.""","[ 0.0062964   0.00360711 -0.03180538 ... -0.02347358  0.02775361
 -0.00381874]"
752,Vermont Is For Lovers ,"Comedy,Romance",1992,"""Vermont Is For Lovers"" is a heartwarming romantic comedy set in the picturesque landscapes of Vermont, following the unexpected love story of two strangers.","[-0.03319309  0.05832944 -0.01968332 ... -0.05066572 -0.00881
 -0.0035064 ]"
753,"Month by the Lake, A ","Comedy,Drama",1995,"A charming and nostalgic romantic drama set in 1937, where two individuals find unexpected love during their summer vacation by an Italian lake.","[-0.04300973  0.05178441 -0.0085674  ... -0.05924633 -0.00201446
 -0.03295685]"
754,Gold Diggers: The Secret of Bear Mountain ,"Adventure,Children's",1995,"""Gold Diggers: The Secret of Bear Mountain is a thrilling adventure film about two young girls uncovering a hidden treasure in a mysterious mountain.""","[-0.01423195  0.0388262  -0.01488769 ... -0.02478853  0.00957702
 -0.02407613]"
755,Kim ,"Children's,Drama",1950,"""Kim"" is a captivating 1950 film adaptation of Rudyard Kipling's novel, following the adventures of an orphaned Irish boy in colonial India.","[-0.03564737  0.00131837 -0.02765154 ... -0.03640072 -0.00460146
 -0.06132991]"
756,Carmen Miranda: Bananas Is My Business ,Documentary,1994,"""Carmen Miranda: Bananas Is My Business"" is a vibrant and captivating documentary that pays tribute to the iconic Brazilian actress and singer, Carmen Miranda.","[-0.00882558  0.03217954 -0.02873948 ... -0.03104398  0.00776517
 -0.00961044]"
757,Ashes of Time ,Drama,1994,"Ashes of Time (1994) is a visually stunning martial arts film that explores themes of love, loss, and the passage of time.","[-0.02885133  0.04026909 -0.03223632 ... -0.05180962  0.01818774
  0.03062275]"
758,"Jar, The (Khomreh) ",Drama,1992,"""Jar, The (Khomreh)"" is a haunting Iranian drama that explores the psychological toll of war through the story of a young boy and his jar.","[-0.05823621 -0.00814423 -0.01621328 ... -0.02881733  0.04086685
 -0.0253773 ]"
759,Maya Lin: A Strong Clear Vision ,Documentary,1994,"""Maya Lin: A Strong Clear Vision"" is a thought-provoking documentary that explores the life and work of artist Maya Lin, focusing on her iconic Vietnam Veterans Memorial.","[-0.03264524  0.04122911 -0.0255362  ... -0.03082241  0.0058662
 -0.08312107]"
760,Stalingrad ,War,1993,"""Stalingrad (1993) is a gripping war drama that depicts the brutal battle between German and Soviet forces during World War II.""","[ 0.01169665  0.02942298 -0.03079816 ... -0.0226226   0.00124296
 -0.02324219]"
761,"Phantom, The ",Adventure,1996,"""The Phantom (1996) is a thrilling adventure film about a masked hero who fights against evil to protect the world from destruction.""","[-0.0128903   0.02024705 -0.01848782 ...  0.00307864  0.04212537
  0.01668062]"
762,Striptease ,"Comedy,Crime",1996,Striptease (1996) is a comedic drama starring Demi Moore as a struggling single mother who turns to stripping to support her daughter and fight for custody.,"[ 0.02192335  0.00040276 -0.01797776 ... -0.03435887  0.03758289
 -0.03073568]"
763,"Last of the High Kings, The (a.k.a. Summer Fling) ",Drama,1996,"Last of the High Kings (a.k.a. Summer Fling) is a coming-of-age comedy set in 1977 Dublin, following a teenager's misadventures during his last summer before adulthood.","[-0.01602084  0.06808384 -0.02013455 ... -0.05627107  0.01937974
 -0.02334249]"
764,Heavy ,"Drama,Romance",1995,"""Heavy (1995) is a poignant and introspective drama that explores the complexities of love, loneliness, and self-acceptance in a small-town setting.""","[-0.03396818  0.07464487 -0.02565917 ... -0.04147694  0.02981368
 -0.02237303]"
765,Jack ,"Comedy,Drama",1996,"""Jack"" is a heartwarming comedy-drama about a boy who ages four times faster than normal, navigating the challenges of growing up in an accelerated world.","[-0.03142451  0.05384344 -0.01369835 ... -0.03642127  0.04517985
 -0.05080358]"
766,I Shot Andy Warhol ,Drama,1996,"""I Shot Andy Warhol"" is a gripping biographical drama that explores the life of Valerie Solanas, the radical feminist who attempted to assassinate artist Andy Warhol.""","[-0.01205258  0.01118627 -0.03586335 ... -0.0237519   0.02479483
 -0.05130545]"
767,"Grass Harp, The ",Drama,1995,"""The Grass Harp (1995) is a whimsical coming-of-age tale about three eccentric women who find solace and friendship in a treehouse.""","[ 0.00842877  0.01744486 -0.03144519 ...  0.01276221  0.02477837
 -0.00378779]"
768,Someone Else's America ,Drama,1995,"""Someone Else's America"" is a heartfelt drama about two Albanian brothers who struggle to find their place in London while pursuing their dreams.","[-0.0081063   0.0891844  -0.01586958 ... -0.03859949  0.00140864
 -0.0296407 ]"
769,Marlene Dietrich: Shadow and Light ,Documentary,1996,"""Marlene Dietrich: Shadow and Light"" is a captivating documentary that delves into the enigmatic life and career of the iconic actress, showcasing her talent, allure, and lasting impact.","[ 0.00536463 -0.03761653 -0.02453624 ... -0.01512356 -0.00647603
 -0.01172952]"
770,Costa Brava ,Drama,1946,"Costa Brava (1946) is a romantic drama set in the picturesque Spanish coast, exploring love, betrayal, and the consequences of past choices.","[-0.04164002  0.02577402 -0.00645996 ... -0.06033688 -0.02717299
  0.00144012]"
771,"Vie est belle, La (Life is Rosey) ","Comedy,Drama",1987,"""La Vie est belle (Life is Rosey) is a heartwarming French comedy-drama that explores the resilience and joy found in the face of adversity.""","[-0.06091594  0.06869174  0.00183538 ... -0.01455894 -0.01464994
  0.0208623 ]"
772,Quartier Mozart ,Comedy,1992,"""Quartier Mozart, a 1992 film, explores the vibrant and complex lives of young people in an impoverished neighborhood, showcasing their struggles and dreams.""","[-0.02814109  0.05281919 -0.01354585 ... -0.03627384  0.03319564
  0.00017517]"
773,Touki Bouki (Journey of the Hyena) ,Drama,1973,"""Touki Bouki (Journey of the Hyena) is a visually stunning and thought-provoking Senegalese film that explores themes of identity, rebellion, and the pursuit of a better life.""","[-0.01088759  0.01297526 -0.01996058 ... -0.00464661  0.01397946
  0.01435823]"
774,Wend Kuuni (God's Gift) ,Drama,1982,"""Wend Kuuni (God's Gift) is a powerful and poignant 1982 film that explores themes of identity, trauma, and healing in Burkina Faso.""","[-0.02590964  0.05983451 -0.0111747  ... -0.01863071  0.0108951
  0.0092408 ]"
775,Spirits of the Dead (Tre Passi nel Delirio) ,Horror,1968,"""Spirits of the Dead"" is a haunting anthology film consisting of three chilling tales inspired by the works of Edgar Allan Poe.","[-0.0626955  -0.01509697 -0.0299392  ... -0.03614282 -0.01294668
  0.03584313]"
776,Babyfever ,"Comedy,Drama",1994,"""Babyfever (1994) is a romantic comedy that explores the pressures of societal expectations and the desire for motherhood in a lighthearted and relatable way.""","[-0.08438136  0.01524817 -0.02773031 ... -0.01088029  0.04128034
  0.00084524]"
777,Pharaoh's Army ,War,1995,"""Pharaoh's Army (1995) is a gripping Civil War drama that explores the moral dilemmas faced by a Union soldier and his encounter with Confederate guerrillas.""","[-0.03608135  0.05526427 -0.02743056 ... -0.01457196  0.04330434
 -0.03507349]"
778,Trainspotting ,Drama,1996,Trainspotting (1996) is a gritty and intense British film that follows a group of heroin addicts navigating the dark underbelly of Edinburgh.,"[ 0.00785542  0.04452607 -0.01674539 ... -0.04041992  0.01923154
 -0.02579176]"
779,'Til There Was You ,"Drama,Romance",1997,"'Til There Was You is a romantic comedy that follows the intertwining lives of two individuals destined to be together, despite numerous missed connections and misunderstandings.","[-0.02123976 -0.00204909 -0.01647129 ... -0.0217987   0.03475915
 -0.00824438]"
780,Independence Day (ID4) ,"Action,Sci-Fi,War",1996,"""Independence Day is a thrilling sci-fi action film where humanity unites to fight against an alien invasion on Earth.""","[-0.0395001   0.0344874  -0.01734395 ...  0.00352351 -0.00149128
  0.00199986]"
781,Stealing Beauty ,Drama,1996,"Stealing Beauty (1996) is a visually stunning coming-of-age drama set in Tuscany, exploring love, loss, and self-discovery through the eyes of a young American girl.","[-0.0047664   0.06956014 -0.00817852 ... -0.0624024   0.02000911
 -0.04893286]"
782,"Fan, The ",Thriller,1996,"In the psychological thriller ""The Fan,"" a deranged baseball fan becomes dangerously obsessed with his favorite player, leading to a deadly game of cat and mouse.","[ 0.00330849 -0.0076262  -0.0259589  ...  0.01304088  0.03906999
 -0.04079005]"
783,"Hunchback of Notre Dame, The ","Animation,Children's,Musical",1996,"The Hunchback of Notre Dame (1996) is a visually stunning and emotionally powerful Disney animated film that explores themes of love, acceptance, and the power of inner beauty.","[-0.05936792  0.05946053 -0.02491415 ...  0.01520473 -0.0034886
  0.00700807]"
784,"Cable Guy, The ",Comedy,1996,"""The Cable Guy (1996) is a dark comedy about a socially awkward cable installer who becomes obsessed with a customer, leading to chaotic and hilarious consequences.""","[-2.36754908e-02  7.20641993e-05 -2.13289795e-02 ... -1.90310166e-02
  4.06836529e-02 -4.39202216e-02]"
785,Kingpin ,Comedy,1996,"""Kingpin (1996) is a hilarious and outrageous comedy about a down-on-his-luck bowler who teams up with an Amish prodigy to take on the bowling world.""","[-0.02384753  0.05696153 -0.02379643 ... -0.01079101  0.06503562
  0.01514318]"
786,Eraser ,"Action,Thriller",1996,"""Eraser is a thrilling action film from 1996, starring Arnold Schwarzenegger as a U.S. Marshal protecting a witness against high-tech assassins.""","[-0.02747079  0.00695678 -0.02730111 ... -0.0365146   0.0735043
  0.01742588]"
787,"Gate of Heavenly Peace, The ",Documentary,1995,"""Gate of Heavenly Peace"" is a powerful documentary that examines the 1989 Tiananmen Square protests and the Chinese government's brutal crackdown, offering a gripping and thought-provoking exploration of history.","[-0.05196356  0.01402259 -0.03194848 ... -0.03064165 -0.01793448
 -0.05292648]"
788,"Nutty Professor, The ","Comedy,Fantasy,Romance,Sci-Fi",1996,"""The Nutty Professor (1996) is a hilarious comedy where Eddie Murphy shines in multiple roles, delivering laughs and heart as a lovable but socially awkward professor.""","[ 0.00302418  0.05333659 -0.02294013 ...  0.01260438  0.06802715
  0.00683762]"
789,"I, Worst of All (Yo, la peor de todas) ",Drama,1990,"""I, Worst of All"" is a captivating 1990 drama that explores the forbidden love between a nun and a charismatic poet in 17th century Mexico.","[-0.02833814  0.04384459 -0.02568144 ...  0.02172349 -0.01260577
  0.00532696]"
790,An Unforgettable Summer ,Drama,1994,"An Unforgettable Summer (1994) is a gripping drama set in 1925 Romania, exploring the complex dynamics between a wealthy landowner and a rebellious peasant family.","[-0.00390162  0.02660981 -0.01919164 ... -0.05630021  0.00432432
 -0.02287417]"
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",Documentary,1995,"""Last Klezmer: Leopold Kozlowski, His Life and Music"" is a captivating documentary that explores the life and legacy of renowned klezmer musician Leopold Kozlowski.","[ 0.02106319 -0.00937232 -0.02477288 ... -0.05703647  0.00290265
  0.01647066]"
792,"Hungarian Fairy Tale, A ",Fantasy,1987,"""A visually stunning and enchanting Hungarian fairy tale that transports viewers to a magical world filled with whimsy and wonder.""","[-0.00980508  0.02656914 -0.01445848 ... -0.03682182 -0.01182352
 -0.00567529]"
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,Drama,1993,"""My Life and Times With Antonin Artaud"" is a mesmerizing biographical drama that delves into the complex relationship between a young man and the enigmatic artist, Antonin Artaud.","[ 0.01073517 -0.01714728 -0.02547791 ... -0.00341922  0.03117378
  0.00498815]"
794,Midnight Dancers (Sibak) ,"Comedy,Drama",1994,Midnight Dancers (Sibak) is a provocative Filipino drama that explores the lives of three brothers working as exotic dancers in Manila's underground gay club scene.,"[ 0.00460561  0.02404164 -0.02441507 ... -0.02359709  0.03986787
 -0.01226977]"
795,Somebody to Love ,Drama,1994,"""Somebody to Love"" is a quirky romantic comedy that follows the lives of eccentric characters searching for love and connection in Los Angeles.","[-0.03955226  0.00576162 -0.01533292 ... -0.0459902   0.00400873
 -0.04441496]"
796,"Very Natural Thing, A ",Drama,1974,"A groundbreaking film exploring the complexities of gay relationships and identity, Very Natural Thing is a poignant and honest portrayal of love and self-discovery.","[-0.02028514  0.09134111 -0.02563656 ... -0.04590238  0.01961863
 -0.01560024]"
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",Comedy,1991,A quirky French comedy about a young man who becomes entangled in the eccentric world of an old lady and her mysterious past.,"[-0.05121755  0.02083275  0.0011528  ... -0.01198462  0.03378861
  0.01990605]"
798,Daylight ,"Action,Adventure,Thriller",1996,"""Daylight (1996) is a thrilling disaster film where survivors trapped in a collapsed tunnel must navigate treacherous obstacles to escape before time runs out.""","[-0.02619023 -0.02292078 -0.00368246 ...  0.00858448  0.01417628
 -0.00253858]"
799,"Frighteners, The ","Comedy,Horror",1996,"""The Frighteners"" is a supernatural comedy-horror film directed by Peter Jackson, following a psychic investigator who uses his abilities to con people but soon encounters real ghosts.","[ 0.02706335  0.0225321  -0.01672838 ... -0.0225321   0.00420925
  0.00993151]"
800,Lone Star ,"Drama,Mystery",1996,"""Lone Star is a gripping and thought-provoking drama set in a Texas border town, exploring themes of identity, history, and redemption.""","[ 0.00602288  0.04224696 -0.01649784 ... -0.02678187  0.00143195
 -0.03384617]"
801,Harriet the Spy ,"Children's,Comedy",1996,"""Harriet the Spy is a charming and adventurous family film about a young girl who uses her spy skills to uncover secrets, but learns valuable lessons along the way.""","[-0.03293505  0.03390036 -0.0147087  ...  0.00599637  0.04963982
 -0.00527648]"
802,Phenomenon ,"Drama,Romance",1996,"""Phenomenon (1996) is a thought-provoking drama about a small-town man who gains extraordinary abilities, challenging the limits of science and society.""","[-0.01809751  0.01471838 -0.02205144 ... -0.04326681  0.05037344
  0.01663438]"
803,Walking and Talking ,Romance,1996,"Walking and Talking (1996) is a witty and relatable indie comedy that explores the complexities of friendship, love, and growing up in New York City.","[-0.0420483   0.04072046 -0.03156176 ... -0.01578088  0.02677813
 -0.00822666]"
804,She's the One ,"Comedy,Romance",1996,"""She's the One"" (1996) is a romantic comedy-drama about two brothers navigating love and relationships, with witty dialogue and a charming cast.","[-0.02425336  0.03444398 -0.02404274 ... -0.01318787 -0.00399565
 -0.00634281]"
805,"Time to Kill, A ",Drama,1996,A gripping courtroom drama that explores racial tensions in the Deep South as a black man stands trial for killing his daughter's white rapists.,"[ 0.00347631 -0.01577777 -0.00968162 ... -0.02317543  0.03210973
 -0.0202869 ]"
806,American Buffalo ,Drama,1996,"""American Buffalo (1996) is a gritty and intense drama about three men planning a heist, showcasing powerful performances and exploring themes of loyalty and betrayal.""","[ 0.02322243  0.00275399 -0.03211023 ...  0.01335616  0.01202707
  0.00151663]"
