user,history_item_id,history_rating,item_id,rating
1223,"[480, 1259, 2291, 1673, 1466, 3450, 2241, 551, 3745, 277, 522, 2792, 648, 70, 1600, 3189, 3617, 3623, 3324, 3593]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",3160,1
1224,"[434, 165, 1544, 1552, 376, 3489, 237, 208, 149, 3893, 3747, 3408, 3795, 3301, 3755, 3514, 3827, 3568, 1635, 2395]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",3456,1
1225,"[2917, 608, 1617, 1084, 1186, 1265, 1707, 2953, 586, 2791]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",2966,1
1226,"[3902, 3908, 3863]","[1, 0, 1]",3950,1
1227,"[1354, 3044, 3148, 2580, 2108, 508, 3129, 164, 348, 3176, 1784, 1680, 3145, 1923, 2959, 223, 3115, 2321, 125, 99]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",568,1
1228,"[42, 327, 3841, 2253, 2701, 3819, 2723, 70, 2561, 214, 1721, 3916, 432, 3510, 3949, 2297, 3809, 337, 1836, 1291]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1960,1
1229,"[50, 2493, 531, 1900, 306, 80, 162, 213, 34, 2966, 593, 1233]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",608,1
123,"[3287, 3426, 2779, 3846, 381, 14, 3809, 3157, 2616, 3929, 387, 687, 708, 544, 3274, 3052, 3238, 2995, 2343, 1661]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",2600,0
1230,"[2003, 1347, 2139, 919, 3397, 3398, 2005, 364, 2137, 2294, 1967, 2161, 1688, 586, 2, 318, 50, 3897, 527, 296]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3265,1
1231,"[2320, 2153, 2384, 2314, 249, 1732, 2167, 2355, 1883, 1835, 2433, 1875, 1758, 1748, 1876, 1727, 1831, 2006, 2340, 2058]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1885,1
1232,"[1968, 2352, 1073, 1473, 2174, 3088, 345, 2926, 2907, 1777, 441, 3552, 2746, 1784, 2150, 69, 2797, 562, 3255, 551]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3052,1
1233,"[2329, 3007, 1693, 11, 3535, 1321, 2664, 1206, 260, 1196, 1097, 541, 3932, 29, 2571, 1199, 3471, 1274, 1253, 32]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1270,1
1234,"[3863, 1196, 1198, 260, 2858, 1673]","[0, 1, 1, 1, 1, 1]",589,1
1235,"[3148, 1060, 2959, 2231, 832, 454, 1680, 1701, 2712, 3186, 1747, 1683, 1396, 802, 647, 1735, 372, 2431, 2316, 292]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",2875,1
1236,"[1127, 1101, 1210, 2411, 2990, 3527]","[1, 1, 1, 1, 1, 1]",1200,1
1237,"[253, 3499, 1339, 842, 2279, 2710, 2412, 2411, 1954, 2410, 2409, 1892]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",1617,0
1238,"[2761, 2690, 2390, 913, 2585, 3160, 3623, 2723, 968, 2013, 3219, 2686, 2692, 2396, 3117, 1513, 2700, 3176, 2070, 2997]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",2575,1
1239,"[1537, 364, 497, 457, 3270, 2997, 1784, 17, 551, 357, 3148, 39, 2333, 538, 1449, 3108, 477, 52, 1682, 3255]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",2321,1
124,"[531, 2912, 1213, 1094, 34]","[1, 1, 1, 1, 1]",1179,1
1240,"[3511, 3454, 3783, 3408, 3793, 3512, 3578, 3753, 3623, 3298, 3755, 3720]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",3534,1
1241,"[2248, 2791, 2918, 1079, 3868, 2797, 2716, 3608, 3552, 2081, 2100, 3087, 2746, 3591, 3033, 1035, 1580, 648, 661, 1544]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1600,1
1242,"[3223, 3514, 2611, 3855, 3822, 3751, 3747, 3952, 3512, 3002, 3598, 3241, 3885, 3951, 2578, 3859, 3823, 3893, 3228, 3897]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",3756,1
1243,"[2134, 2124, 3247, 317, 500, 3308, 2699, 2470, 344, 1391, 1565, 719, 1091, 3408, 3897, 1090, 1036, 3077, 272, 1956]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",457,1
1244,"[3948, 3617, 3744, 3298, 3717, 3618, 3317, 3452, 3484, 3798, 3826, 3752, 3273, 3301, 3354, 3326, 3822, 3885, 3537, 3821]","[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",3949,1
1245,"[589, 3471, 260, 1206, 32, 3703, 1253, 1199, 924, 3702, 2529, 1097, 2288, 1210, 741, 3527, 2916, 2662]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2968,1
1246,"[2448, 3186, 3190, 3863, 3328, 778, 1267, 3275, 1263, 1279, 17, 1441, 3752, 1161, 1300, 3826, 3408, 3503, 3827, 3910]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",3948,1
1247,"[3190, 3354, 2202, 912, 1337, 923, 1254, 913, 2651, 1284, 3334, 2398, 943, 2430, 3628, 3751, 3300, 3793]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3578,1
1248,"[2001, 70, 1805, 1620, 2112, 707, 170, 2986, 2561, 904, 3730, 800, 2076, 3044, 2686, 2184, 3176, 3445, 350, 695]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1460,0
1249,"[589, 1199, 1270, 2571, 1240, 1584, 2529]","[1, 1, 1, 1, 1, 1, 1]",2968,1
125,"[2692, 3267, 2872, 1127, 3527, 2944, 3104, 3256, 1374, 1408, 2949, 2951, 1954, 1201, 2912, 2000, 474, 3702, 3763, 592]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",555,1
1250,"[2997, 2827, 2600]","[1, 1, 1]",3911,1
1251,"[3408, 233, 2599, 2712, 2959, 2318, 2716, 3174, 3160, 785, 2310, 3752, 2723, 2581, 3753, 2396, 2395, 1513, 2485, 2762]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",2700,1
1252,"[3551, 2348, 1222, 3461, 529, 2757, 2919, 1643, 1357, 1305, 1090, 215, 3794, 2237, 1859, 36, 3747, 2395, 2952, 3949]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",3580,1
1253,"[1, 232, 1279, 2155, 2542, 1265, 3060, 3108, 2390, 2864, 342, 52, 1747, 2718, 2321, 1885, 1449, 671, 2690, 1914]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",3129,0
1254,"[301, 2443, 2316, 605, 1821, 1593, 2266, 2062, 3512, 2581, 3528, 3155, 1735, 2405, 252, 378, 1479, 2146, 1496, 2497]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",2485,1
1255,"[292, 1230, 3067, 1136, 2599, 1734, 3819, 3083, 1235, 1080, 1853, 1188, 927, 3548, 1449, 1278, 3751, 39, 2791, 1079]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2915,1
1256,"[908, 2208, 924, 1249, 678, 1953, 965, 1267, 1358, 933, 1269, 858, 1197, 2794]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2672,0
1257,"[3479, 592, 1580, 86, 2723, 2054, 552, 2405, 2370, 1917, 2735, 3269, 3672, 1894, 1544, 2642, 736, 2421, 2950, 3489]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",153,0
1258,"[3897, 3893, 1069, 2203, 3435, 3334, 2066, 913, 930, 1153, 1152, 1284, 2940, 1068, 942, 1912, 1617, 50, 1179, 1213]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",608,1
1259,"[3, 3534, 2454, 3937, 1973, 3923, 3918, 3930, 1971, 1544, 891, 1986, 1972, 1970, 1969, 924, 1270, 1214, 541, 1748]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",3703,1
126,"[390, 2993, 589, 1220, 1416, 2369, 1230, 2291, 1415, 3668, 2020, 1188, 930, 1296, 1307, 2248, 1059, 969, 461, 911]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",915,1
1260,"[356, 1043, 2490, 1476, 802, 454, 3020, 268, 3082, 253, 1552, 3107, 2273, 587, 1061, 2539, 282, 597, 3620, 3081]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",288,1
1261,"[2291, 589, 1269, 110, 1035, 1965, 2948, 3923, 2455, 893, 144, 70, 3450, 3755, 266, 648, 3, 1544, 277, 2456]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",891,0
1262,"[1263, 3948, 3566, 3481, 3555, 3510, 3753, 3513, 3354, 3911, 3578, 3317, 3793, 3618, 3623, 3827, 3755, 3798, 3752, 3821]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",3273,1
1263,"[2394, 2598, 2724, 2485, 2692, 1513, 3081, 2840, 2491, 2841, 3157, 2762, 2806, 3745, 2672, 2693, 3176, 2763, 2701, 2987]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",2600,0
1264,"[2693, 1191, 3213, 1028, 1012, 1029, 2140, 2081, 1017, 2492, 2770, 3016, 2759, 2712, 2580, 785, 3174, 2723, 2598, 1513]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2762,1
1265,"[353, 262, 2394, 778, 3568, 1466, 101, 2579, 1755, 29, 1235, 2607, 3160, 216, 165, 619, 1006, 1186, 94, 3912]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1046,1
1266,"[3462, 3776, 3571, 3401, 1544, 313, 3862, 3397, 3396, 2346, 2639, 2671, 358, 165, 60, 3254, 2431, 157, 836, 437]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",2585,1
1267,"[3247, 22, 3729, 1061, 2616, 3744, 1415, 1562, 914, 918, 594, 1029, 1028, 1081, 1947, 900, 3599, 1032, 1380, 1220]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",952,1
1268,"[592, 100, 438, 2407, 1276, 590, 1088, 2067, 2918, 2003, 3448, 3932, 2285, 2633, 1303, 368, 3035, 551, 968, 2613]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2239,1
1269,"[2599, 2959, 3510, 3175, 2716, 3160, 785, 913, 3174, 2723, 1959, 2396, 314, 2762]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3176,1
127,"[1343, 678, 373, 2391, 832, 3044, 1834, 2952, 288, 3267, 2600, 1892, 2561, 1805, 2916, 1889, 3728, 3857, 290, 318]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3911,1
1270,"[3325, 3509, 3357, 3354, 3300, 3863, 3826, 3745, 3793, 3190, 3593]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",3535,1
1271,"[239, 3255, 3755, 1673, 2791, 1035, 110, 1580, 3624, 2788, 1077, 1292, 1278, 3421, 3396, 3812, 260, 1097, 2193, 2628]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",558,1
1272,"[2311, 788, 2021, 1924, 185, 317, 2859, 595, 1282, 2018, 364, 2081, 2761, 588, 3213, 2137, 2294, 2394, 3034, 783]","[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",50,1
1273,"[1184, 2539, 3422, 2145, 2144, 3925, 440, 2155, 3566, 2171, 1042, 52, 3129, 708, 3614, 2657, 2369, 11, 2406, 2874]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",633,1
1274,"[1419, 3947, 3622, 2921, 1161, 1251, 2351, 668, 3405, 3089, 3095, 1935, 946, 3134, 2847, 3629, 3742, 3140, 3903, 581]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3949,1
1275,"[2739, 1262, 1204, 527, 920, 1242, 1250, 1294, 2028, 1944, 1960, 161]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2944,1
1276,"[1641, 3836, 921, 3200, 1663, 2797, 3396, 671, 3253, 3035, 2918, 3104, 440, 1392, 3039, 892, 588, 3060, 2109, 125]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2174,1
1277,"[2003, 253, 3785, 1991, 1717, 2606, 3264, 1644, 330, 2517, 2710, 2121, 1992, 2107, 2995, 2719, 2122, 220, 1995]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",2338,1
1278,"[2890, 2427, 780, 2287, 266, 1183, 3753, 3649, 2936, 531, 1203, 318, 1247, 1640, 1104, 541, 2300, 296, 50, 2109]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1645,0
1279,"[337, 2947, 2791, 949, 2130, 1393, 1096, 2243, 348, 2174, 619, 1880, 2987, 2248, 2080, 1028, 2872, 58, 3481, 2313]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1291,0
128,"[2791, 1249, 3751, 3159]","[1, 1, 1, 1]",2135,1
1280,"[1089, 2997, 1213, 2762, 2571, 2321, 589, 2908, 2329, 1, 553, 2355, 3147, 2706, 2683, 2694, 223, 2772, 3409, 2959]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",3752,1
1281,"[2348, 3019, 1956, 1299, 3783, 3556, 3952, 3545, 899, 2971, 938, 919, 3910, 1035, 2303, 3549, 551, 595, 1947, 2746]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",3949,1
1282,"[2716, 34, 2324]","[1, 1, 1]",1270,1
1283,"[2125, 910, 1784, 2918, 356, 1219, 2167, 1407, 3785, 2059, 2355, 2294, 3114, 2687, 919, 1, 594, 364, 1907, 783]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",608,0
1284,"[2389, 2568, 3578, 3510, 3509, 3409, 3113, 3826, 1997, 3793, 3512, 1190, 3744, 648, 3861, 2241, 3785, 2135, 3863, 277]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",487,1
1285,"[2523, 2409, 2536, 1388, 2367, 2459, 1998, 919, 2648, 1340, 920, 2366, 2644, 2633, 3539, 3718, 3300, 1962, 1619, 2689]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",3039,1
1286,"[2337, 3745, 2987, 2600, 3030, 1283, 3681, 1304, 1201, 3365, 964, 3037, 3311, 2951, 2922, 2921, 3871, 599, 590, 3508]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",266,1
1287,"[3510, 3751, 3793, 3512, 3624, 3831, 3753, 3617, 3618, 3755, 648, 3786, 3744, 3863, 3300, 3555, 3562, 3513, 3286, 3861]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",3409,0
1288,"[1747, 1673, 1176, 242, 3333, 345, 229, 25, 1584, 1683, 2745, 3699, 2112, 1594, 261, 3251, 152, 3476, 532, 3499]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",735,1
1289,"[1262, 1210, 1198, 1376, 2366, 1254, 1197, 590, 1303, 969, 923, 858, 1957, 1225, 1203, 1193, 318, 296, 608, 2019]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",953,1
129,"[2871, 1259, 952, 3168, 1374, 1073, 3927, 590, 1275, 2640, 1129, 1261, 2406, 1615, 2470, 610, 3755, 2641, 303, 3698]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2013,1
1290,"[2762, 2700, 3176, 3114, 2987, 3793, 3724, 3160, 3943, 3730, 2312, 2791, 480, 2948, 3507, 551, 1441, 266, 1129, 70]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2135,1
1291,"[1189, 1096, 1321, 3169, 2750, 2926, 1958, 2174, 2020, 2797, 3251, 2022, 1216, 1295, 2987, 3101, 2100, 3496, 2639, 2417]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",2929,1
1292,"[144, 3917, 70, 266, 3535, 3173, 1327, 2792, 1544, 1970, 1973, 3354, 3911, 3897, 3948, 3863, 3160, 3481, 3753, 3515]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",3457,0
1293,"[3477, 1265, 441, 2324, 2426, 1895, 2700, 2321, 588, 1923, 2282, 2359, 1500, 543, 2502, 471, 1883, 357, 21, 2108]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",367,1
1294,"[2598, 2290, 2718, 156, 514, 3129, 3132, 1541, 1614, 368, 1097, 260, 1654, 2968, 2453, 1967, 2872, 3479, 2193, 2105]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2143,1
1295,"[1284, 2066, 2203, 942, 1179, 3706, 541, 1748, 320, 707, 164, 2182, 1783, 2008, 3720, 3897, 3554, 3317, 3571, 3855]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",3949,1
1296,"[3105, 590, 1653, 1923, 2908, 2916, 62, 1357, 2706, 357, 539, 1095, 2291, 2617, 500, 1682, 3125, 1198, 1079, 2917]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",2918,1
1297,"[1717, 481, 1552, 18, 165, 1320, 288, 2802, 2177, 3697, 1792, 2803, 3764, 95, 2263, 3937, 1644, 1831, 2902, 2468]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",2523,1
1298,"[337, 1947, 3809, 477, 1307, 1147, 339, 2132, 3263, 3387, 1582, 1073, 1059, 1674, 919, 383, 2857, 2414, 1278, 1379]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1378,1
1299,"[6, 110, 377, 3740, 2006, 3578, 474, 21, 1858, 2879, 2406, 1429, 2115, 507, 1220, 2273, 733, 1667, 2641, 3753]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",95,1
13,"[3699, 2046, 2370, 2115, 2414, 2005, 60, 421, 1216, 2470, 316, 3269, 3036, 2528, 1587, 2135, 552, 2641, 1009, 1375]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",2,1
130,"[198, 353, 2490, 1722, 2985, 3633, 1376, 368, 3444, 2640, 2989, 2991, 3197, 3740, 10, 2527, 2393, 2457, 3082, 1101]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2167,1
1300,"[24, 2490, 2395, 1513, 2396, 2692, 2485, 3157, 2841, 2840, 2700, 2491, 3745, 2672, 2806, 3176, 2907, 3114, 2714, 2701]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2987,1
1301,"[2687, 3510, 3173, 3534, 3354, 3889, 3793, 648, 1249, 661, 70, 3917, 1544, 3952, 3615, 3798, 3784, 3865, 47, 1035]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",3706,1
1302,"[1603, 1779, 1676, 442, 2672, 880, 2428, 741, 1580, 2916, 3697, 480, 185, 76, 196, 2322, 1527, 1590, 1892, 2126]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1422,1
1303,"[2478, 851, 2420, 1405, 3844, 2616, 2376, 429, 333, 2271, 2891, 3869, 784, 1200, 909, 11, 2788, 2699, 1827, 923]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1348,1
1304,"[1968, 2997, 2321, 2716, 2791, 1257, 2858, 3451, 1265, 924, 1617, 2467, 3386, 2797, 1097, 2968, 2174, 2021, 3479, 367]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1073,1
1305,"[2064, 3859, 556]","[1, 1, 1]",3142,1
1306,"[1779, 1320, 2012, 435, 1831, 196, 2722, 1862, 2672, 1590, 1882, 1591, 327, 2701, 3927, 2356, 2572, 2611, 2978, 2318]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2506,1
1307,"[1284, 2028, 969]","[1, 1, 1]",1214,1
1308,"[1747, 2490, 39, 62, 480, 3175, 1042, 1693, 733, 3897, 3481, 3408, 3793, 3948, 3623, 3326, 3285, 3316, 110, 3555]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",1197,1
1309,"[3354, 3827, 3298, 3408, 3617, 3316]","[0, 1, 1, 1, 1, 1]",3301,1
131,"[509, 3416, 79, 1859, 1748, 912, 1203, 3267, 163, 175, 117, 1248, 1625, 2300, 3798, 1172, 1961, 1205, 2571, 3911]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",910,1
1310,"[3360, 2988, 3685, 3683, 1231, 1960]","[1, 1, 1, 1, 0, 1]",2243,1
1311,"[1221, 608, 1213, 293, 1645, 1729, 2001, 2023, 2112, 3301, 2002, 1918, 3729, 2616, 3744, 2389, 3782, 3781, 2716, 1219]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1333,1
1312,"[1779, 1690, 2526, 1591, 1373, 3354, 3024, 435, 2642, 1831, 2986, 405, 1882, 172, 519, 2450, 2053, 546, 1590, 1862]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2643,0
1313,"[2571, 1912, 2170, 1408, 3178, 1370, 480, 3879, 3916, 3753, 3273]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3863,0
1314,"[2642, 455, 1562, 2546, 2084, 2042, 1882, 1007, 126, 1474, 1702, 1005, 3400, 258, 374, 2092, 2162, 2053, 146, 2036]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",2643,1
1315,"[3481, 3751, 3514, 247, 2788, 3811, 1230, 3435, 2303, 1041, 1247, 1104, 919, 296, 1213, 3328, 3822, 3783, 3787, 3859]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3720,1
1316,"[2390, 913, 2713, 2526, 2734, 2581, 2013, 968, 2686, 2598, 3185, 2841, 2806, 2070, 2987, 2701, 2396, 3929, 2791, 1580]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",3928,0
1317,"[3900, 902, 2935, 2447, 3494, 380, 919, 1012, 1232, 2273, 1456, 2293, 3825, 3901, 3826, 335, 2629, 2686, 3859, 3556]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2946,1
1318,"[3896, 3160, 3513]","[1, 1, 1]",3555,1
1319,"[3510, 3555, 3408, 3534, 3752, 3324, 2291, 2791, 2858, 2961]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",2706,1
132,"[2706, 2406, 2371, 3397, 367, 104, 2100, 1580, 1858, 3052, 2883, 671, 3398, 2282, 585, 3087, 3060, 2463, 1297, 345]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",180,0
