user_id,user_profile
1745,male unknown between 45 to 49 years of age
1746,male college/grad student between 25 to 34 years of age
1747,male unknown between 25 to 34 years of age
1748,male academic/educator between 50 to 55 years of age
1749,male artist between 25 to 34 years of age
1750,male customer service between 50 to 55 years of age
1751,male writer between 35 to 44 years of age
1752,male clerical/admin between 25 to 34 years of age
1753,male doctor/health care between 35 to 44 years of age
1754,male unemployed between 18 to 24 years of age
1755,female college/grad student between 18 to 24 years of age
1756,female academic/educator between 25 to 34 years of age
1757,male college/grad student between 25 to 34 years of age
1758,female unknown between 25 to 34 years of age
1759,male self-employed between 25 to 34 years of age
1760,female clerical/admin between 25 to 34 years of age
1761,male unknown between 35 to 44 years of age
1762,male sales/marketing between 25 to 34 years of age
1763,male executive/managerial between 35 to 44 years of age
1764,male unknown between 18 to 24 years of age
1765,male college/grad student between 18 to 24 years of age
1766,female unknown between 45 to 49 years of age
1767,male writer between 25 to 34 years of age
1768,male self-employed between 45 to 49 years of age
1769,male technician/engineer between 25 to 34 years of age
1770,male self-employed between 35 to 44 years of age
1771,male technician/engineer between 25 to 34 years of age
1772,male artist above 56 years of age
1773,male college/grad student between 18 to 24 years of age
1774,male technician/engineer between 25 to 34 years of age
1775,male college/grad student between 25 to 34 years of age
1776,male unknown between 25 to 34 years of age
1777,male writer between 25 to 34 years of age
1778,male college/grad student between 18 to 24 years of age
1779,male academic/educator between 18 to 24 years of age
1780,male academic/educator between 35 to 44 years of age
1781,female unknown between 35 to 44 years of age
1782,male unknown between 45 to 49 years of age
1783,male college/grad student between 18 to 24 years of age
1784,male writer between 18 to 24 years of age
1785,male college/grad student between 18 to 24 years of age
1786,male academic/educator between 45 to 49 years of age
1787,male farmer between 18 to 24 years of age
1788,male artist between 45 to 49 years of age
1789,male k-12 student under 18 years of age
1790,male unknown between 25 to 34 years of age
1791,male college/grad student between 18 to 24 years of age
1792,female artist between 25 to 34 years of age
1793,male college/grad student between 25 to 34 years of age
1794,male lawyer between 25 to 34 years of age
1795,male technician/engineer between 18 to 24 years of age
1796,male lawyer between 50 to 55 years of age
1797,male executive/managerial between 35 to 44 years of age
1798,male lawyer between 45 to 49 years of age
1799,male lawyer between 35 to 44 years of age
1800,male college/grad student between 18 to 24 years of age
1801,female doctor/health care between 25 to 34 years of age
1802,male college/grad student between 18 to 24 years of age
1803,male artist between 25 to 34 years of age
1804,male executive/managerial between 25 to 34 years of age
1805,male college/grad student between 18 to 24 years of age
1806,male college/grad student between 18 to 24 years of age
1807,male technician/engineer between 18 to 24 years of age
1808,female college/grad student between 18 to 24 years of age
1809,female sales/marketing between 25 to 34 years of age
1810,male retired between 50 to 55 years of age
1811,male artist above 56 years of age
1812,female programmer between 25 to 34 years of age
1813,female doctor/health care between 35 to 44 years of age
1814,male executive/managerial between 50 to 55 years of age
1815,male academic/educator under 18 years of age
1816,female homemaker between 35 to 44 years of age
1817,male academic/educator between 35 to 44 years of age
1818,male farmer under 18 years of age
1819,female programmer between 35 to 44 years of age
1820,male writer between 25 to 34 years of age
1821,male writer between 25 to 34 years of age
1822,female unknown between 25 to 34 years of age
1823,female academic/educator between 35 to 44 years of age
1824,female college/grad student between 18 to 24 years of age
1825,male executive/managerial between 25 to 34 years of age
1826,male lawyer between 45 to 49 years of age
1827,female academic/educator between 25 to 34 years of age
1828,male college/grad student between 18 to 24 years of age
1829,male self-employed between 25 to 34 years of age
1830,male college/grad student between 18 to 24 years of age
1831,male college/grad student between 18 to 24 years of age
1832,female college/grad student between 18 to 24 years of age
1833,male technician/engineer between 18 to 24 years of age
1834,male customer service between 35 to 44 years of age
1835,male unemployed between 25 to 34 years of age
1836,male unknown between 25 to 34 years of age
1837,male artist between 25 to 34 years of age
1838,male executive/managerial between 35 to 44 years of age
1839,male college/grad student between 18 to 24 years of age
1840,male programmer between 25 to 34 years of age
1841,male unknown between 18 to 24 years of age
1842,male college/grad student between 18 to 24 years of age
1843,male programmer between 25 to 34 years of age
1844,female college/grad student between 18 to 24 years of age
1845,male artist between 25 to 34 years of age
1846,male programmer between 45 to 49 years of age
1847,male college/grad student between 18 to 24 years of age
1848,male customer service between 35 to 44 years of age
1849,male executive/managerial between 35 to 44 years of age
1850,male customer service between 18 to 24 years of age
1851,male unemployed between 25 to 34 years of age
1852,male programmer between 25 to 34 years of age
1853,male unknown between 50 to 55 years of age
1854,male unknown between 25 to 34 years of age
1855,male college/grad student between 18 to 24 years of age
1856,male executive/managerial above 56 years of age
1857,male k-12 student under 18 years of age
1858,female college/grad student between 18 to 24 years of age
1859,female college/grad student between 25 to 34 years of age
1860,male self-employed above 56 years of age
1861,male self-employed between 50 to 55 years of age
1862,male sales/marketing between 50 to 55 years of age
1863,male college/grad student between 18 to 24 years of age
1864,male executive/managerial between 35 to 44 years of age
1865,female academic/educator between 18 to 24 years of age
1866,male executive/managerial between 25 to 34 years of age
1867,male executive/managerial between 50 to 55 years of age
1868,male lawyer between 50 to 55 years of age
1869,male sales/marketing between 45 to 49 years of age
1870,male retired above 56 years of age
1871,female academic/educator between 45 to 49 years of age
1872,male writer between 50 to 55 years of age
1873,male executive/managerial between 35 to 44 years of age
1874,male executive/managerial between 45 to 49 years of age
1875,male programmer between 35 to 44 years of age
1876,male programmer between 25 to 34 years of age
1877,female writer between 45 to 49 years of age
1878,male k-12 student under 18 years of age
1879,male college/grad student between 25 to 34 years of age
1880,male unknown between 35 to 44 years of age
1881,male artist between 35 to 44 years of age
1882,male self-employed between 35 to 44 years of age
1883,female unknown between 50 to 55 years of age
1884,male writer between 45 to 49 years of age
1885,male technician/engineer between 50 to 55 years of age
1886,male programmer between 25 to 34 years of age
1887,male scientist above 56 years of age
1888,male programmer between 35 to 44 years of age
1889,male sales/marketing between 18 to 24 years of age
1890,male doctor/health care between 50 to 55 years of age
1891,male academic/educator between 45 to 49 years of age
1892,male writer between 25 to 34 years of age
1893,female unknown between 35 to 44 years of age
1894,female executive/managerial between 35 to 44 years of age
1895,male sales/marketing between 35 to 44 years of age
1896,male retired above 56 years of age
1897,female artist between 50 to 55 years of age
1898,male programmer between 25 to 34 years of age
1899,female doctor/health care between 45 to 49 years of age
1900,male programmer above 56 years of age
1901,male executive/managerial between 50 to 55 years of age
1902,male unemployed between 25 to 34 years of age
1903,male unknown between 35 to 44 years of age
1904,male academic/educator between 18 to 24 years of age
1905,female writer between 35 to 44 years of age
1906,female customer service between 25 to 34 years of age
1907,male technician/engineer between 35 to 44 years of age
1908,male retired above 56 years of age
1909,male college/grad student between 18 to 24 years of age
1910,male k-12 student under 18 years of age
1911,female college/grad student between 18 to 24 years of age
1912,male college/grad student between 25 to 34 years of age
1913,male technician/engineer between 25 to 34 years of age
1914,female sales/marketing between 35 to 44 years of age
1915,male retired between 50 to 55 years of age
1916,male executive/managerial between 45 to 49 years of age
1917,male k-12 student between 18 to 24 years of age
1918,female doctor/health care between 45 to 49 years of age
1919,male unknown under 18 years of age
1920,female executive/managerial between 35 to 44 years of age
1921,male programmer above 56 years of age
1922,female executive/managerial between 25 to 34 years of age
1923,male executive/managerial between 35 to 44 years of age
1924,female doctor/health care above 56 years of age
1925,male executive/managerial between 50 to 55 years of age
1926,female unknown under 18 years of age
1927,male executive/managerial between 35 to 44 years of age
1928,male k-12 student under 18 years of age
1929,female k-12 student under 18 years of age
1930,male scientist between 25 to 34 years of age
1931,male artist between 25 to 34 years of age
1932,male executive/managerial between 25 to 34 years of age
1933,male unemployed between 18 to 24 years of age
1934,male technician/engineer between 25 to 34 years of age
1935,male k-12 student under 18 years of age
1936,male unknown between 35 to 44 years of age
1937,male lawyer between 25 to 34 years of age
1938,female artist between 25 to 34 years of age
1939,female artist between 35 to 44 years of age
1940,male programmer between 25 to 34 years of age
1941,male technician/engineer between 35 to 44 years of age
1942,male customer service between 35 to 44 years of age
1943,male college/grad student between 18 to 24 years of age
1944,female college/grad student between 18 to 24 years of age
1945,male writer between 25 to 34 years of age
1946,male sales/marketing between 25 to 34 years of age
1947,male executive/managerial between 25 to 34 years of age
1948,male k-12 student under 18 years of age
1949,male technician/engineer between 18 to 24 years of age
1950,male programmer between 25 to 34 years of age
1951,female college/grad student between 18 to 24 years of age
1952,male academic/educator between 35 to 44 years of age
1953,female artist between 25 to 34 years of age
1954,male self-employed between 25 to 34 years of age
1955,male unemployed under 18 years of age
1956,male unknown between 35 to 44 years of age
1957,female college/grad student between 18 to 24 years of age
1958,female academic/educator between 25 to 34 years of age
1959,female retired between 50 to 55 years of age
1960,male executive/managerial between 45 to 49 years of age
1961,female clerical/admin between 50 to 55 years of age
1962,female academic/educator between 18 to 24 years of age
1963,female homemaker between 50 to 55 years of age
1964,female doctor/health care between 25 to 34 years of age
1965,male technician/engineer above 56 years of age
1966,male writer between 25 to 34 years of age
1967,male executive/managerial between 50 to 55 years of age
1968,male lawyer between 25 to 34 years of age
1969,female clerical/admin between 25 to 34 years of age
1970,male retired between 50 to 55 years of age
1971,female sales/marketing between 25 to 34 years of age
1972,male technician/engineer between 45 to 49 years of age
1973,male academic/educator between 25 to 34 years of age
1974,male technician/engineer between 35 to 44 years of age
1975,male college/grad student between 18 to 24 years of age
1976,male customer service between 35 to 44 years of age
1977,male doctor/health care above 56 years of age
1978,male k-12 student under 18 years of age
1979,male technician/engineer above 56 years of age
1980,male executive/managerial between 35 to 44 years of age
1981,male academic/educator above 56 years of age
1982,male k-12 student under 18 years of age
1983,male sales/marketing between 25 to 34 years of age
1984,male k-12 student between 18 to 24 years of age
1985,male programmer between 45 to 49 years of age
1986,male retired between 50 to 55 years of age
1987,male technician/engineer between 25 to 34 years of age
1988,female academic/educator between 25 to 34 years of age
1989,male doctor/health care between 50 to 55 years of age
1990,male executive/managerial between 25 to 34 years of age
1991,male writer between 25 to 34 years of age
1992,male college/grad student between 18 to 24 years of age
1993,male technician/engineer between 35 to 44 years of age
1994,male artist between 35 to 44 years of age
1995,male academic/educator between 25 to 34 years of age
1996,male unknown between 35 to 44 years of age
1997,male unknown between 25 to 34 years of age
1998,female homemaker between 50 to 55 years of age
1999,female clerical/admin between 35 to 44 years of age
2000,male college/grad student between 18 to 24 years of age
2001,male academic/educator between 50 to 55 years of age
2002,female retired above 56 years of age
2003,male k-12 student under 18 years of age
2004,male unemployed between 45 to 49 years of age
2005,male college/grad student between 18 to 24 years of age
2006,male unknown between 35 to 44 years of age
2007,male self-employed between 50 to 55 years of age
2008,male clerical/admin between 25 to 34 years of age
2009,female executive/managerial between 35 to 44 years of age
2010,male college/grad student between 18 to 24 years of age
2011,female clerical/admin between 35 to 44 years of age
2012,male college/grad student between 25 to 34 years of age
2013,male unknown between 45 to 49 years of age
2014,male college/grad student between 18 to 24 years of age
2015,male college/grad student between 18 to 24 years of age
2016,female artist above 56 years of age
2017,male technician/engineer between 25 to 34 years of age
2018,male self-employed between 35 to 44 years of age
2019,male academic/educator between 50 to 55 years of age
2020,male executive/managerial between 25 to 34 years of age
2021,male unknown between 25 to 34 years of age
2022,male executive/managerial between 25 to 34 years of age
2023,male college/grad student between 18 to 24 years of age
2024,male unemployed under 18 years of age
2025,male retired above 56 years of age
2026,male self-employed between 50 to 55 years of age
2027,female homemaker between 25 to 34 years of age
2028,male doctor/health care between 45 to 49 years of age
2029,female programmer between 25 to 34 years of age
2030,male college/grad student between 25 to 34 years of age
2031,male writer between 35 to 44 years of age
2032,male sales/marketing between 50 to 55 years of age
2033,female writer between 45 to 49 years of age
2034,female artist between 45 to 49 years of age
2035,female unknown between 18 to 24 years of age
2036,female sales/marketing between 25 to 34 years of age
2037,male sales/marketing above 56 years of age
2038,female academic/educator between 45 to 49 years of age
2039,male self-employed between 50 to 55 years of age
2040,female executive/managerial between 25 to 34 years of age
2041,female writer between 25 to 34 years of age
2042,male k-12 student under 18 years of age
2043,male sales/marketing between 25 to 34 years of age
2044,female unknown between 45 to 49 years of age
2045,female unknown under 18 years of age
2046,male academic/educator between 35 to 44 years of age
2047,male k-12 student under 18 years of age
2048,male doctor/health care between 50 to 55 years of age
2049,female unknown between 50 to 55 years of age
2050,female clerical/admin between 35 to 44 years of age
2051,male executive/managerial between 35 to 44 years of age
2052,male k-12 student under 18 years of age
2053,male lawyer between 45 to 49 years of age
2054,male programmer between 25 to 34 years of age
2055,male lawyer between 50 to 55 years of age
2056,male college/grad student between 25 to 34 years of age
2057,male academic/educator between 35 to 44 years of age
2058,female academic/educator above 56 years of age
2059,male unknown between 35 to 44 years of age
2060,male academic/educator under 18 years of age
2061,male academic/educator above 56 years of age
2062,male college/grad student between 18 to 24 years of age
2063,male college/grad student between 25 to 34 years of age
2064,male academic/educator between 35 to 44 years of age
2065,male doctor/health care between 25 to 34 years of age
2066,female doctor/health care between 25 to 34 years of age
2067,male self-employed between 50 to 55 years of age
2068,female programmer between 35 to 44 years of age
2069,male scientist above 56 years of age
2070,female doctor/health care between 35 to 44 years of age
2071,male executive/managerial between 45 to 49 years of age
2072,female programmer between 50 to 55 years of age
2073,female college/grad student between 18 to 24 years of age
2074,male college/grad student between 18 to 24 years of age
2075,female college/grad student between 25 to 34 years of age
2076,male college/grad student between 18 to 24 years of age
2077,male unknown between 18 to 24 years of age
2078,male college/grad student between 18 to 24 years of age
2079,male k-12 student under 18 years of age
2080,male lawyer between 25 to 34 years of age
2081,male technician/engineer between 18 to 24 years of age
2082,male unemployed under 18 years of age
2083,male college/grad student between 18 to 24 years of age
2084,male college/grad student between 18 to 24 years of age
2085,male unknown between 18 to 24 years of age
2086,male sales/marketing between 35 to 44 years of age
2087,male unknown between 25 to 34 years of age
2088,male executive/managerial between 50 to 55 years of age
2089,male technician/engineer between 35 to 44 years of age
2090,male technician/engineer between 35 to 44 years of age
2091,female writer between 35 to 44 years of age
2092,male academic/educator above 56 years of age
2093,male unknown between 18 to 24 years of age
2094,male artist between 35 to 44 years of age
2095,male retired above 56 years of age
2096,female technician/engineer between 25 to 34 years of age
2097,male customer service between 18 to 24 years of age
2098,male writer between 35 to 44 years of age
2099,female unknown between 18 to 24 years of age
2100,female unknown between 25 to 34 years of age
2101,male self-employed between 25 to 34 years of age
2102,male lawyer between 25 to 34 years of age
2103,male programmer between 35 to 44 years of age
2104,male scientist between 45 to 49 years of age
2105,male academic/educator between 25 to 34 years of age
2106,female writer between 18 to 24 years of age
2107,male academic/educator between 25 to 34 years of age
2108,male k-12 student under 18 years of age
2109,male self-employed between 25 to 34 years of age
2110,male lawyer between 50 to 55 years of age
2111,male retired above 56 years of age
2112,female programmer between 45 to 49 years of age
2113,male doctor/health care between 25 to 34 years of age
2114,male tradesman/craftsman between 18 to 24 years of age
2115,male technician/engineer between 35 to 44 years of age
2116,male college/grad student between 18 to 24 years of age
2117,male retired above 56 years of age
2118,male sales/marketing between 25 to 34 years of age
2119,male college/grad student between 35 to 44 years of age
2120,male unknown under 18 years of age
2121,male retired above 56 years of age
2122,male programmer between 35 to 44 years of age
2123,female unknown between 35 to 44 years of age
2124,male unknown between 25 to 34 years of age
2125,male clerical/admin between 35 to 44 years of age
2126,male sales/marketing above 56 years of age
2127,male college/grad student between 18 to 24 years of age
2128,female academic/educator between 45 to 49 years of age
2129,male customer service between 25 to 34 years of age
2130,male unknown between 45 to 49 years of age
2131,male unknown between 25 to 34 years of age
2132,male sales/marketing above 56 years of age
2133,female k-12 student under 18 years of age
2134,male k-12 student between 18 to 24 years of age
2135,male academic/educator between 50 to 55 years of age
2136,male tradesman/craftsman between 35 to 44 years of age
2137,female k-12 student under 18 years of age
2138,female college/grad student between 18 to 24 years of age
2139,female clerical/admin between 50 to 55 years of age
2140,male sales/marketing between 45 to 49 years of age
2141,female self-employed between 50 to 55 years of age
2142,female sales/marketing between 45 to 49 years of age
2143,male college/grad student between 18 to 24 years of age
2144,male unknown between 18 to 24 years of age
2145,male k-12 student between 18 to 24 years of age
2146,male artist between 18 to 24 years of age
2147,female unknown between 18 to 24 years of age
2148,female unknown between 18 to 24 years of age
2149,male unknown between 25 to 34 years of age
2150,female college/grad student between 18 to 24 years of age
2151,male retired above 56 years of age
2152,male college/grad student between 18 to 24 years of age
2153,male self-employed between 18 to 24 years of age
2154,male programmer between 25 to 34 years of age
2155,female k-12 student under 18 years of age
2156,male unemployed between 18 to 24 years of age
2157,female clerical/admin between 18 to 24 years of age
2158,male programmer between 25 to 34 years of age
2159,female sales/marketing between 50 to 55 years of age
2160,female unemployed between 18 to 24 years of age
2161,female artist between 35 to 44 years of age
2162,female k-12 student under 18 years of age
2163,male unknown between 18 to 24 years of age
2164,male unknown between 35 to 44 years of age
2165,male executive/managerial between 25 to 34 years of age
2166,male k-12 student under 18 years of age
2167,female doctor/health care between 25 to 34 years of age
2168,male k-12 student under 18 years of age
2169,male unknown under 18 years of age
2170,female self-employed between 50 to 55 years of age
2171,male unknown between 35 to 44 years of age
2172,male writer between 18 to 24 years of age
2173,male retired between 50 to 55 years of age
2174,male programmer between 50 to 55 years of age
2175,male college/grad student between 25 to 34 years of age
2176,male unemployed under 18 years of age
2177,female writer between 35 to 44 years of age
2178,male sales/marketing between 45 to 49 years of age
2179,female unknown between 25 to 34 years of age
2180,male programmer between 25 to 34 years of age
2181,male unknown between 25 to 34 years of age
2182,female college/grad student between 25 to 34 years of age
2183,female academic/educator above 56 years of age
2184,male college/grad student between 18 to 24 years of age
2185,male technician/engineer between 45 to 49 years of age
2186,male customer service between 18 to 24 years of age
2187,male self-employed between 45 to 49 years of age
2188,female unemployed between 18 to 24 years of age
2189,male k-12 student under 18 years of age
2190,female scientist between 25 to 34 years of age
2191,male college/grad student between 18 to 24 years of age
2192,female unknown between 25 to 34 years of age
2193,male k-12 student under 18 years of age
2194,male technician/engineer between 25 to 34 years of age
2195,male k-12 student under 18 years of age
2196,male programmer between 25 to 34 years of age
2197,female academic/educator between 25 to 34 years of age
2198,female homemaker between 35 to 44 years of age
2199,male k-12 student under 18 years of age
2200,male academic/educator between 35 to 44 years of age
2201,male writer above 56 years of age
2202,female k-12 student under 18 years of age
2203,male programmer between 45 to 49 years of age
2204,male clerical/admin above 56 years of age
2205,female executive/managerial between 25 to 34 years of age
2206,male executive/managerial between 45 to 49 years of age
2207,male college/grad student between 18 to 24 years of age
2208,male unknown between 25 to 34 years of age
2209,male executive/managerial between 35 to 44 years of age
2210,male technician/engineer between 45 to 49 years of age
2211,male doctor/health care between 45 to 49 years of age
2212,male college/grad student between 18 to 24 years of age
2213,female unknown between 25 to 34 years of age
2214,female academic/educator between 25 to 34 years of age
2215,female unknown between 25 to 34 years of age
2216,female writer between 25 to 34 years of age
2217,male k-12 student under 18 years of age
2218,male technician/engineer between 35 to 44 years of age
2219,male doctor/health care between 25 to 34 years of age
2220,female clerical/admin between 50 to 55 years of age
2221,male technician/engineer above 56 years of age
2222,female academic/educator between 45 to 49 years of age
2223,male artist between 25 to 34 years of age
2224,male programmer between 25 to 34 years of age
2225,male customer service between 25 to 34 years of age
2226,female executive/managerial between 25 to 34 years of age
2227,male sales/marketing between 50 to 55 years of age
2228,male programmer between 25 to 34 years of age
2229,male unknown between 45 to 49 years of age
2230,female academic/educator between 45 to 49 years of age
2231,male lawyer between 50 to 55 years of age
2232,male sales/marketing between 25 to 34 years of age
2233,female clerical/admin between 35 to 44 years of age
2234,male academic/educator above 56 years of age
2235,male k-12 student under 18 years of age
2236,male k-12 student under 18 years of age
2237,female doctor/health care between 35 to 44 years of age
2238,female college/grad student between 25 to 34 years of age
2239,male k-12 student between 18 to 24 years of age
2240,male programmer between 45 to 49 years of age
2241,male customer service between 45 to 49 years of age
2242,male college/grad student between 18 to 24 years of age
2243,male artist between 45 to 49 years of age
2244,male k-12 student under 18 years of age
2245,male k-12 student under 18 years of age
2246,male unknown between 25 to 34 years of age
2247,male artist between 45 to 49 years of age
2248,female programmer between 35 to 44 years of age
2249,male customer service between 25 to 34 years of age
2250,male unemployed between 18 to 24 years of age
2251,male sales/marketing between 35 to 44 years of age
2252,female academic/educator between 18 to 24 years of age
2253,female unknown between 50 to 55 years of age
2254,male customer service between 35 to 44 years of age
2255,female doctor/health care between 35 to 44 years of age
2256,female scientist between 45 to 49 years of age
2257,female college/grad student between 18 to 24 years of age
2258,female college/grad student between 18 to 24 years of age
2259,female self-employed above 56 years of age
2260,female writer between 25 to 34 years of age
2261,male customer service between 25 to 34 years of age
2262,male technician/engineer between 45 to 49 years of age
2263,male doctor/health care between 25 to 34 years of age
2264,female executive/managerial between 45 to 49 years of age
2265,male retired above 56 years of age
2266,female artist between 50 to 55 years of age
2267,female retired above 56 years of age
2268,female academic/educator between 35 to 44 years of age
2269,female unknown between 45 to 49 years of age
2270,male academic/educator between 18 to 24 years of age
2271,male sales/marketing between 50 to 55 years of age
2272,male unknown between 25 to 34 years of age
2273,male doctor/health care between 25 to 34 years of age
2274,male artist between 18 to 24 years of age
2275,male executive/managerial above 56 years of age
2276,male retired above 56 years of age
2277,female homemaker between 45 to 49 years of age
2278,male technician/engineer between 50 to 55 years of age
2279,male executive/managerial between 50 to 55 years of age
2280,male doctor/health care above 56 years of age
2281,male lawyer between 45 to 49 years of age
2282,male artist between 50 to 55 years of age
2283,male tradesman/craftsman between 35 to 44 years of age
2284,male writer between 25 to 34 years of age
2285,female k-12 student under 18 years of age
2286,male technician/engineer between 35 to 44 years of age
2287,male unknown above 56 years of age
2288,male k-12 student under 18 years of age
2289,female academic/educator between 50 to 55 years of age
2290,male unknown between 25 to 34 years of age
2291,male academic/educator between 45 to 49 years of age
2292,male scientist between 50 to 55 years of age
2293,female clerical/admin above 56 years of age
2294,male retired above 56 years of age
2295,male lawyer between 45 to 49 years of age
2296,female doctor/health care between 25 to 34 years of age
2297,male retired above 56 years of age
2298,male technician/engineer between 35 to 44 years of age
2299,female k-12 student between 18 to 24 years of age
2300,male retired above 56 years of age
2301,female programmer between 25 to 34 years of age
2302,male programmer between 50 to 55 years of age
2303,male technician/engineer between 50 to 55 years of age
2304,male programmer between 45 to 49 years of age
2305,male writer between 50 to 55 years of age
2306,female college/grad student between 18 to 24 years of age
2307,male technician/engineer between 25 to 34 years of age
2308,female self-employed between 45 to 49 years of age
2309,female unknown between 45 to 49 years of age
2310,male programmer between 45 to 49 years of age
2311,female college/grad student between 25 to 34 years of age
2312,male unknown between 45 to 49 years of age
2313,female doctor/health care between 50 to 55 years of age
2314,female academic/educator between 25 to 34 years of age
2315,male executive/managerial above 56 years of age
2316,male unknown between 35 to 44 years of age
2317,female homemaker between 45 to 49 years of age
2318,male executive/managerial above 56 years of age
2319,male executive/managerial between 35 to 44 years of age
2320,female academic/educator between 50 to 55 years of age
2321,male executive/managerial between 25 to 34 years of age
2322,female retired above 56 years of age
2323,male clerical/admin between 35 to 44 years of age
2324,male technician/engineer between 35 to 44 years of age
2325,female college/grad student between 18 to 24 years of age
2326,male college/grad student between 18 to 24 years of age
2327,male k-12 student between 18 to 24 years of age
2328,male executive/managerial above 56 years of age
2329,female scientist above 56 years of age
2330,male executive/managerial between 45 to 49 years of age
2331,male academic/educator above 56 years of age
2332,male sales/marketing above 56 years of age
2333,male doctor/health care between 50 to 55 years of age
2334,female executive/managerial above 56 years of age
2335,male technician/engineer between 50 to 55 years of age
2336,male tradesman/craftsman between 35 to 44 years of age
2337,male technician/engineer between 35 to 44 years of age
2338,male technician/engineer between 45 to 49 years of age
2339,female clerical/admin above 56 years of age
2340,male artist between 35 to 44 years of age
2341,male academic/educator above 56 years of age
2342,male clerical/admin between 35 to 44 years of age
2343,female academic/educator between 45 to 49 years of age
2344,male programmer between 25 to 34 years of age
2345,male self-employed between 35 to 44 years of age
2346,female k-12 student under 18 years of age
2347,male academic/educator between 35 to 44 years of age
2348,male programmer between 50 to 55 years of age
2349,male farmer between 25 to 34 years of age
2350,male college/grad student between 18 to 24 years of age
2351,female unknown between 25 to 34 years of age
2352,male retired between 50 to 55 years of age
2353,female homemaker between 35 to 44 years of age
2354,male lawyer between 35 to 44 years of age
2355,female homemaker between 45 to 49 years of age
2356,female self-employed between 50 to 55 years of age
2357,female sales/marketing between 35 to 44 years of age
2358,female doctor/health care above 56 years of age
2359,male retired above 56 years of age
2360,male doctor/health care between 50 to 55 years of age
2361,male executive/managerial above 56 years of age
2362,male sales/marketing between 25 to 34 years of age
2363,male sales/marketing between 50 to 55 years of age
2364,female homemaker above 56 years of age
2365,male executive/managerial between 50 to 55 years of age
2366,female self-employed between 45 to 49 years of age
2367,female homemaker between 25 to 34 years of age
2368,female retired above 56 years of age
2369,male sales/marketing between 35 to 44 years of age
2370,male academic/educator between 50 to 55 years of age
2371,female executive/managerial between 35 to 44 years of age
2372,female executive/managerial between 45 to 49 years of age
2373,male executive/managerial between 45 to 49 years of age
2374,male sales/marketing between 25 to 34 years of age
2375,female executive/managerial between 50 to 55 years of age
2376,male academic/educator between 25 to 34 years of age
2377,male unknown between 35 to 44 years of age
2378,male clerical/admin between 25 to 34 years of age
2379,male tradesman/craftsman between 18 to 24 years of age
2380,male college/grad student between 25 to 34 years of age
2381,female homemaker between 35 to 44 years of age
2382,male retired between 50 to 55 years of age
2383,female sales/marketing between 25 to 34 years of age
2384,male technician/engineer between 35 to 44 years of age
2385,female artist between 45 to 49 years of age
2386,female unknown between 25 to 34 years of age
2387,male technician/engineer between 25 to 34 years of age
2388,male customer service above 56 years of age
2389,male self-employed between 25 to 34 years of age
2390,female doctor/health care between 25 to 34 years of age
2391,male tradesman/craftsman between 50 to 55 years of age
2392,female clerical/admin above 56 years of age
2393,male retired above 56 years of age
2394,male doctor/health care between 35 to 44 years of age
2395,male executive/managerial between 35 to 44 years of age
2396,female unknown between 18 to 24 years of age
2397,female lawyer between 35 to 44 years of age
2398,male unknown between 25 to 34 years of age
2399,male technician/engineer between 35 to 44 years of age
2400,female self-employed between 25 to 34 years of age
2401,male college/grad student between 25 to 34 years of age
2402,male technician/engineer between 45 to 49 years of age
2403,male college/grad student between 18 to 24 years of age
2404,male executive/managerial between 18 to 24 years of age
2405,male farmer between 50 to 55 years of age
2406,female programmer above 56 years of age
2407,male self-employed between 35 to 44 years of age
2408,female academic/educator between 45 to 49 years of age
2409,female homemaker between 35 to 44 years of age
2410,male executive/managerial above 56 years of age
2411,female sales/marketing between 35 to 44 years of age
2412,male retired above 56 years of age
2413,female executive/managerial above 56 years of age
2414,male academic/educator between 25 to 34 years of age
2415,male executive/managerial between 25 to 34 years of age
2416,male executive/managerial between 45 to 49 years of age
2417,male academic/educator between 45 to 49 years of age
2418,female k-12 student under 18 years of age
2419,male unknown between 25 to 34 years of age
2420,male executive/managerial between 50 to 55 years of age
2421,male executive/managerial between 35 to 44 years of age
2422,female homemaker between 50 to 55 years of age
2423,female homemaker between 45 to 49 years of age
2424,male technician/engineer between 25 to 34 years of age
2425,female sales/marketing between 35 to 44 years of age
2426,male unknown above 56 years of age
2427,female sales/marketing between 25 to 34 years of age
2428,male technician/engineer between 45 to 49 years of age
2429,male artist between 25 to 34 years of age
2430,male college/grad student between 25 to 34 years of age
2431,female college/grad student between 25 to 34 years of age
2432,male college/grad student between 25 to 34 years of age
2433,male college/grad student between 25 to 34 years of age
2434,male college/grad student between 25 to 34 years of age
2435,male college/grad student between 25 to 34 years of age
2436,male executive/managerial between 25 to 34 years of age
2437,male college/grad student between 25 to 34 years of age
2438,male academic/educator between 35 to 44 years of age
2439,male technician/engineer between 45 to 49 years of age
2440,male technician/engineer between 50 to 55 years of age
2441,female doctor/health care between 45 to 49 years of age
2442,male technician/engineer between 35 to 44 years of age
2443,female unknown between 35 to 44 years of age
2444,female college/grad student between 45 to 49 years of age
2445,male unknown between 25 to 34 years of age
2446,male executive/managerial between 18 to 24 years of age
2447,male sales/marketing between 25 to 34 years of age
2448,male doctor/health care between 35 to 44 years of age
2449,male retired above 56 years of age
2450,male self-employed between 45 to 49 years of age
2451,male programmer between 45 to 49 years of age
